search_id,pmid,pmcid,doi
iri,18245124,NA,NA
iri,18056066,NA,NA
iri,18047702,PMC2217659,10.1186/1471-2105-8-S9-S1
iri,18048196,NA,NA
iri,18007435,PMC6147350,10.3390/90500330
iri,17989687,PMC2814061,10.1038/nbt1346
iri,17984083,PMC2238979,10.1093/nar/gkm883
iri,17930965,NA,NA
iri,17925014,PMC2180186,10.1186/1471-2105-8-377
iri,17911910,NA,NA
iri,17867282,NA,NA
iri,17854506,PMC2080642,10.1186/1471-2105-8-338
iri,17545183,NA,NA
iri,17517532,NA,NA
iri,17496317,NA,NA
iri,17463018,NA,NA
iri,17448242,PMC1885809,10.1186/1471-2105-8-134
iri,17369081,PMC2211452,10.1016/j.ijmedinf.2007.02.003
iri,17220583,NA,NA
iri,17108607,NA,NA
iri,17094225,PMC1810343,NA
iri,17011833,PMC2084396,10.1016/j.jbi.2006.07.003
iri,16957516,NA,NA
iri,16519132,NA,NA
iri,16507094,PMC1420335,10.1186/1471-2105-7-97
iri,16340072,NA,NA
iri,16164259,NA,NA
iri,15975410,NA,NA
iri,15828292,NA,NA
iri,15693950,PMC551541,10.1186/gb-2005-6-2-r21
iri,15679867,PMC1571451,10.1111/j.0021-8782.2005.00376.x
iri,15673274,NA,NA
iri,15618615,NA,NA
iri,15561067,NA,NA
iri,15458375,NA,NA
iri,15384710,NA,NA
iri,15312020,NA,NA
iri,15037954,NA,NA
iri,14992501,NA,NA
iri,14682703,NA,NA
iri,14620375,PMC1571174,10.1046/j.1469-7580.2003.00224.x
iri,12962417,NA,NA
iri,12895635,NA,NA
iri,12524408,PMC1774966,10.1136/gut.52.2.248
iri,11948611,NA,NA
iri,11925253,NA,NA
iri,11674807,NA,NA
iri,11599970,NA,NA
iri,11282176,NA,NA
iri,10935372,NA,NA
iri,10899686,NA,NA
iri,10762812,NA,NA
iri,10741402,NA,NA
iri,10554423,NA,NA
iri,10395096,NA,NA
iri,10320256,NA,NA
iri,9718999,NA,NA
iri,9656711,NA,NA
iri,9460528,NA,NA
iri,9252029,NA,NA
iri,9242162,NA,NA
iri,8737885,NA,NA
iri,8741244,NA,NA
iri,8606213,NA,NA
iri,8883237,NA,NA
iri,8683176,NA,NA
iri,8551072,NA,NA
iri,8748464,NA,NA
iri,7643509,NA,NA
iri,7769337,NA,NA
iri,7602754,NA,NA
iri,7807681,NA,NA
iri,7953451,NA,NA
iri,8138685,NA,NA
iri,7981537,NA,NA
iri,8283089,NA,NA
iri,7694553,NA,NA
iri,8409609,NA,NA
iri,7680397,NA,NA
iri,1960423,NA,NA
iri,2229335,NA,NA
iri,2096916,NA,NA
iri,2109782,NA,NA
iri,2808499,NA,NA
iri,2809330,NA,NA
iri,2911186,NA,NA
iri,9301859,NA,NA
iri,3668342,NA,NA
iri,3624931,NA,NA
iri,30856744,NA,NA
iri,7271904,NA,NA
iri,7396901,NA,NA
iri,6767475,NA,NA
iri,230836,NA,NA
iri,496954,NA,NA
iri,12312144,NA,NA
iri,4859142,NA,NA
iri,4737702,NA,NA
iri,5063733,NA,NA
iri,5752343,NA,NA
do_wiki,32649676,PMC7384680,10.1371/journal.pcbi.1008039
do_wiki,31524988,NA,NA
do_wiki,29637905,PMC5935557,10.1088/1361-6560/aabd50
do_wiki,25093069,PMC4120729,10.1186/2041-1480-5-31
do_wiki,22272252,PMC3260173,10.1371/journal.pone.0029851
do_wiki,19811679,PMC3152789,10.1186/1471-2105-10-S11-S14
wikipedia,22165947,PMC3271090,10.1186/1471-2164-12-603
